,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTAG,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,GBA,GBD,GBH,IWA,IWD,IWH,LBA,LBD,LBH,PSA,PSD,PSH,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH,matchID,Season,HomeTeamDay,AwayTeamDay,ones,HomeTeamHomeDay,AwayTeamAwayDay,HW,AW,D,HR,AR,ordinalHR,1_last_HTR,2_last_HTR,3_last_HTR,1_last_ATR,2_last_ATR,3_last_ATR,1_last_HTHR,2_last_HTHR,1_last_ATAR,2_last_ATAR,HTW_rate,ATW_rate,HTD_rate,ATD_rate,7_HTW_rate,12_HTW_rate,7_ATW_rate,12_ATW_rate,7_HTD_rate,12_HTD_rate,7_ATD_rate,12_ATD_rate,5_HTHW_rate,5_ATAW_rate,HTHW_rate,HTHD_rate,ATAW_rate,ATAD_rate,7_HTL_rate,12_HTL_rate,7_ATL_rate,12_ATL_rate,HTL_rate,ATL_rate,HTHL_rate,ATAL_rate
2923,2016-02-27,Stoke,Aston Villa,2,1,H,0,5.5,3.75,1.62,,,,5.5,3.6,1.65,,,,5.1,3.6,1.65,5.5,3.6,1.67,6.16,3.74,1.69,,,,,,,6.0,3.75,1.7,6.0,3.4,1.67,2923,2015,27,27,1,13.0,14.0,1,0,0,W,L,1.0,W,L,L,L,W,L,L,D,L,D,0.37037037037037035,0.1111111111111111,0.2222222222222222,0.25925925925925924,0.2857142857142857,0.4166666666666667,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.4166666666666667,0.4,0.0,0.38461538461538464,0.15384615384615385,0.07142857142857142,0.21428571428571427,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.40740740740740744,0.6296296296296297,0.46153846153846145,0.7142857142857143
2924,2016-02-27,Watford,Bournemouth,0,0,D,0,3.0,3.25,2.38,,,,3.1,3.1,2.35,,,,3.2,3.2,2.2,3.0,3.2,2.38,3.22,3.31,2.45,,,,,,,3.2,3.3,2.45,3.0,3.25,2.38,2924,2015,27,27,1,14.0,14.0,0,0,1,D,D,0.5,W,L,D,L,L,W,D,W,W,D,0.37037037037037035,0.25925925925925924,0.2222222222222222,0.25925925925925924,0.2857142857142857,0.4166666666666667,0.2857142857142857,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,0.4,0.4,0.35714285714285715,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.40740740740740744,0.4814814814814815,0.4285714285714286,0.5
2925,2016-02-27,Leicester,Norwich,1,0,H,0,6.0,4.33,1.5,,,,6.0,4.2,1.5,,,,6.1,4.0,1.5,6.0,4.2,1.5,6.32,4.42,1.57,,,,,,,6.5,4.4,1.55,6.5,4.2,1.5,2925,2015,27,27,1,13.0,14.0,1,0,0,W,L,1.0,L,W,W,D,L,L,W,W,L,L,0.5555555555555556,0.2222222222222222,0.2962962962962963,0.2222222222222222,0.5714285714285714,0.5833333333333334,0.14285714285714285,0.25,0.2857142857142857,0.25,0.14285714285714285,0.16666666666666666,0.6,0.2,0.5384615384615384,0.3076923076923077,0.14285714285714285,0.14285714285714285,0.1428571428571429,0.1428571428571429,0.7142857142857143,0.7142857142857143,0.14814814814814814,0.5555555555555556,0.15384615384615385,0.7142857142857143
2926,2016-02-28,Man United,Arsenal,3,2,H,1,2.38,3.25,3.0,,,,2.5,3.2,2.95,,,,2.6,3.1,2.7,2.4,3.1,2.9,2.39,3.32,3.32,,,,,,,2.38,3.25,3.4,2.25,3.2,3.3,2926,2015,27,27,1,13.0,14.0,1,0,0,W,L,1.0,L,D,W,W,W,D,W,L,W,D,0.4074074074074074,0.5555555555555556,0.2962962962962963,0.2222222222222222,0.42857142857142855,0.25,0.42857142857142855,0.5833333333333334,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.25,0.4,0.4,0.46153846153846156,0.3076923076923077,0.5,0.21428571428571427,0.2857142857142858,0.2857142857142858,0.1428571428571429,0.1428571428571429,0.2962962962962963,0.2222222222222222,0.23076923076923073,0.2857142857142857
2927,2016-02-28,Tottenham,Swansea,2,1,H,1,9.0,4.2,1.4,,,,8.0,3.9,1.45,,,,7.0,4.0,1.45,8.0,4.0,1.44,8.27,4.5,1.48,,,,,,,8.0,4.5,1.45,7.5,4.2,1.44,2927,2015,27,27,1,14.0,13.0,1,0,0,W,L,1.0,W,W,W,L,D,D,W,W,D,W,0.5185185185185185,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.2857142857142857,0.25,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.6,0.2,0.5,0.2857142857142857,0.15384615384615385,0.3076923076923077,0.1428571428571428,0.1428571428571428,0.4285714285714286,0.4285714285714286,0.14814814814814814,0.4444444444444444,0.2142857142857143,0.5384615384615384
2928,2016-03-01,Aston Villa,Everton,1,3,A,2,1.91,3.6,4.5,,,,1.85,3.6,4.33,,,,1.9,3.45,3.8,1.9,3.5,4.5,1.91,3.69,4.44,,,,,,,1.9,3.6,4.6,1.85,3.4,4.5,2928,2015,28,27,1,14.0,13.0,0,1,0,L,W,0.0,L,L,W,L,W,W,L,W,W,D,0.10714285714285714,0.2962962962962963,0.25,0.4074074074074074,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.4166666666666667,0.4,0.4,0.14285714285714285,0.2857142857142857,0.3076923076923077,0.5384615384615384,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.6428571428571428,0.2962962962962963,0.5714285714285714,0.15384615384615385
2929,2016-03-01,Bournemouth,Southampton,2,0,H,0,2.7,3.25,2.9,,,,2.6,3.3,2.75,,,,2.5,3.2,2.75,2.62,3.2,2.9,2.68,3.3,2.91,,,,,,,2.7,3.2,2.9,2.62,3.1,2.88,2929,2015,28,28,1,14.0,14.0,1,0,0,W,L,1.0,D,L,L,L,W,W,L,L,W,D,0.25,0.39285714285714285,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.5,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.08333333333333333,0.2,0.4,0.21428571428571427,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.4285714285714286,0.4285714285714286,0.1428571428571428,0.1428571428571428,0.4642857142857143,0.3571428571428572,0.5,0.3571428571428572
2930,2016-03-01,Leicester,West Brom,2,2,D,1,5.5,3.8,1.73,,,,5.25,3.75,1.7,,,,4.7,3.6,1.7,6.0,3.75,1.67,5.5,3.84,1.73,,,,,,,6.0,3.75,1.7,5.5,3.5,1.7,2930,2015,28,28,1,14.0,14.0,0,0,1,D,D,0.5,W,L,W,W,W,L,W,W,W,L,0.5714285714285714,0.32142857142857145,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.5833333333333334,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.25,0.42857142857142855,0.3333333333333333,0.6,0.2,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.2857142857142858,0.2857142857142858,0.1428571428571429,0.3928571428571428,0.1428571428571429,0.4285714285714286
2931,2016-03-01,Norwich,Chelsea,1,2,A,2,1.7,4.0,5.25,,,,1.67,3.8,5.25,,,,1.65,3.6,5.1,1.67,4.0,5.5,1.7,4.08,5.31,,,,,,,1.7,4.0,5.4,1.67,3.6,5.5,2931,2015,28,28,1,14.0,14.0,0,1,0,L,W,0.0,L,D,L,W,W,D,D,L,W,D,0.21428571428571427,0.32142857142857145,0.21428571428571427,0.32142857142857145,0.0,0.25,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.5714285714285714,0.5,0.4,0.6,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.8571428571428572,0.8571428571428572,0.0,0.0,0.5714285714285714,0.3571428571428571,0.4285714285714286,0.4285714285714286
2932,2016-03-01,Sunderland,Crystal Palace,2,2,D,0,3.1,3.3,2.5,,,,3.0,3.2,2.45,,,,2.65,3.3,2.5,3.2,3.2,2.45,3.13,3.36,2.48,,,,,,,3.13,3.3,2.5,3.0,3.1,2.5,2932,2015,28,28,1,14.0,14.0,0,0,1,D,D,0.5,L,W,D,L,L,D,W,L,L,D,0.21428571428571427,0.32142857142857145,0.17857142857142858,0.17857142857142858,0.2857142857142857,0.25,0.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.25,0.4,0.0,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.21428571428571427,0.4285714285714286,0.4285714285714286,0.8571428571428572,0.8571428571428572,0.6071428571428572,0.5,0.5,0.4285714285714286
2933,2016-03-02,Arsenal,Swansea,1,2,A,1,10.0,5.25,1.36,,,,8.25,4.6,1.36,,,,7.6,4.8,1.35,10.0,5.0,1.36,10.28,5.21,1.37,,,,,,,10.0,5.2,1.36,8.5,4.8,1.36,2933,2015,28,28,1,14.0,14.0,0,1,0,L,W,0.0,L,W,W,L,L,D,W,D,L,D,0.5357142857142857,0.21428571428571427,0.21428571428571427,0.32142857142857145,0.2857142857142857,0.5,0.2857142857142857,0.25,0.42857142857142855,0.25,0.2857142857142857,0.3333333333333333,0.6,0.2,0.5714285714285714,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4285714285714286,0.25,0.4642857142857143,0.2142857142857143,0.5714285714285714
2934,2016-03-02,Liverpool,Man City,3,0,H,0,2.88,3.4,2.63,,,,2.75,3.2,2.55,,,,2.6,3.2,2.6,2.8,3.4,2.62,2.81,3.5,2.64,,,,,,,2.8,3.4,2.7,2.8,3.2,2.62,2934,2015,27,27,1,13.0,13.0,1,0,0,W,L,1.0,W,D,L,L,L,W,D,L,W,D,0.37037037037037035,0.5185185185185185,0.2962962962962963,0.18518518518518517,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.25,0.2857142857142857,0.25,0.2,0.4,0.3076923076923077,0.38461538461538464,0.38461538461538464,0.3076923076923077,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.33333333333333337,0.2962962962962963,0.3076923076923077,0.3076923076923077
2935,2016-03-02,Man United,Watford,1,0,H,0,6.0,3.8,1.67,,,,5.5,3.5,1.65,,,,5.1,3.6,1.65,6.0,3.75,1.67,6.21,3.92,1.66,,,,,,,6.0,3.9,1.67,6.0,3.4,1.67,2935,2015,28,28,1,14.0,14.0,1,0,0,W,L,1.0,W,L,D,D,W,L,W,W,W,L,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.25,0.2857142857142857,0.25,0.6,0.2,0.5,0.2857142857142857,0.35714285714285715,0.21428571428571427,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.3928571428571428,0.2142857142857143,0.4285714285714286
2936,2016-03-02,Stoke,Newcastle,1,0,H,0,4.2,3.5,2.0,,,,4.33,3.4,1.83,,,,3.8,3.45,1.9,4.33,3.4,1.95,4.1,3.53,2.03,,,,,,,4.2,3.5,2.0,4.0,3.4,1.95,2936,2015,28,27,1,14.0,14.0,1,0,0,W,L,1.0,W,W,L,L,W,L,W,L,L,L,0.39285714285714285,0.2222222222222222,0.21428571428571427,0.2222222222222222,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.6,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.4285714285714286,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.3928571428571429,0.5555555555555556,0.4285714285714286,0.7857142857142857
2937,2016-03-02,West Ham,Tottenham,1,0,H,0,2.0,3.6,4.0,,,,2.0,3.3,3.7,,,,2.0,3.3,3.6,2.05,3.5,3.8,2.01,3.64,4.03,,,,,,,2.05,3.5,4.0,2.0,3.2,4.0,2937,2015,28,28,1,14.0,14.0,1,0,0,W,L,1.0,W,D,L,W,W,W,W,W,W,W,0.39285714285714285,0.5357142857142857,0.35714285714285715,0.32142857142857145,0.42857142857142855,0.4166666666666667,0.8571428571428571,0.75,0.2857142857142857,0.4166666666666667,0.0,0.08333333333333333,0.8,0.8,0.42857142857142855,0.35714285714285715,0.5,0.35714285714285715,0.2857142857142858,0.2857142857142858,0.1428571428571429,0.1428571428571429,0.25,0.1428571428571428,0.2142857142857143,0.1428571428571428
2938,2016-03-05,Watford,Leicester,0,1,A,0,2.55,3.4,3.0,,,,2.45,3.4,2.7,,,,2.3,3.2,3.0,2.4,3.2,2.9,2.58,3.33,3.01,,,,,,,2.55,3.3,3.0,2.62,3.1,2.8,2938,2015,29,29,1,15.0,15.0,0,1,0,L,W,0.0,L,D,W,D,W,L,D,D,L,W,0.3448275862068966,0.5517241379310345,0.2413793103448276,0.3103448275862069,0.2857142857142857,0.25,0.5714285714285714,0.5,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.2,0.4,0.3333333333333333,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.4137931034482758,0.13793103448275867,0.4,0.19999999999999996
2939,2016-03-05,Swansea,Norwich,1,0,H,0,4.0,3.5,2.05,,,,4.1,3.3,1.91,,,,3.8,3.45,1.9,3.8,3.3,1.95,4.13,3.47,2.04,,,,,,,4.2,3.5,2.0,4.0,3.1,2.05,2939,2015,29,29,1,15.0,15.0,1,0,0,W,L,1.0,W,L,L,L,L,D,L,D,L,L,0.2413793103448276,0.20689655172413793,0.3103448275862069,0.20689655172413793,0.42857142857142855,0.3333333333333333,0.0,0.25,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.08333333333333333,0.4,0.0,0.26666666666666666,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.2857142857142858,0.2857142857142858,0.8571428571428572,0.8571428571428572,0.4482758620689655,0.5862068965517242,0.4,0.7333333333333334
2940,2016-03-05,Tottenham,Arsenal,2,2,D,1,3.25,3.4,2.38,,,,2.85,3.4,2.35,,,,2.75,3.2,2.5,3.0,3.3,2.3,3.13,3.54,2.39,,,,,,,3.1,3.6,2.38,3.1,3.1,2.4,2940,2015,29,29,1,15.0,15.0,0,0,1,D,D,0.5,L,W,W,L,L,W,W,W,L,W,0.5172413793103449,0.5172413793103449,0.3103448275862069,0.20689655172413793,0.8571428571428571,0.75,0.2857142857142857,0.4166666666666667,0.0,0.08333333333333333,0.2857142857142857,0.25,0.8,0.2,0.5333333333333333,0.26666666666666666,0.4666666666666667,0.2,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.17241379310344818,0.27586206896551724,0.19999999999999996,0.33333333333333326
2941,2016-03-05,Newcastle,Bournemouth,1,3,A,1,2.88,3.4,2.63,,,,2.65,3.4,2.5,,,,2.7,3.1,2.6,2.75,3.25,2.5,2.77,3.4,2.74,,,,,,,2.75,3.4,2.7,2.8,3.1,2.62,2941,2015,28,29,1,14.0,15.0,0,1,0,L,W,0.0,L,L,W,W,D,L,W,W,D,W,0.21428571428571427,0.27586206896551724,0.21428571428571427,0.27586206896551724,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.4,0.2,0.2857142857142857,0.35714285714285715,0.26666666666666666,0.26666666666666666,0.5714285714285714,0.5714285714285714,0.2857142857142858,0.2857142857142858,0.5714285714285714,0.4482758620689655,0.3571428571428572,0.4666666666666667
2942,2016-03-05,Man City,Aston Villa,4,0,H,0,15.0,7.0,1.22,,,,13.0,6.5,1.19,,,,13.0,5.8,1.2,15.0,6.5,1.2,16.27,7.08,1.22,,,,,,,15.0,7.0,1.22,17.0,5.5,1.22,2942,2015,28,29,1,15.0,15.0,1,0,0,W,L,1.0,L,L,L,L,L,L,L,L,L,L,0.5,0.10344827586206896,0.17857142857142858,0.2413793103448276,0.2857142857142857,0.4166666666666667,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.4,0.0,0.6,0.06666666666666667,0.06666666666666667,0.2,0.4285714285714286,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.3214285714285714,0.6551724137931034,0.33333333333333337,0.7333333333333334
2943,2016-03-05,Everton,West Ham,2,3,A,0,5.0,4.0,1.73,,,,5.0,3.6,1.7,,,,4.2,3.5,1.8,5.0,3.8,1.67,5.17,4.11,1.71,,,,,,,5.2,4.1,1.7,5.0,3.5,1.75,2943,2015,28,29,1,15.0,15.0,0,1,0,L,W,0.0,W,L,W,W,W,D,L,W,D,L,0.32142857142857145,0.41379310344827586,0.39285714285714285,0.3448275862068966,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.5,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2,0.2,0.26666666666666666,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142857,0.24137931034482762,0.4666666666666667,0.33333333333333337
2944,2016-03-05,Southampton,Sunderland,1,1,D,0,6.5,4.0,1.6,,,,6.75,3.9,1.5,,,,5.4,3.7,1.6,6.0,3.8,1.57,6.29,4.04,1.63,,,,,,,6.5,4.1,1.6,6.0,3.6,1.62,2944,2015,29,29,1,15.0,15.0,0,0,1,D,D,0.5,L,L,W,D,L,W,L,W,L,D,0.3793103448275862,0.20689655172413793,0.2413793103448276,0.20689655172413793,0.5714285714285714,0.5,0.14285714285714285,0.25,0.14285714285714285,0.08333333333333333,0.42857142857142855,0.25,0.8,0.2,0.4666666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.2857142857142858,0.2857142857142858,0.4285714285714286,0.4285714285714286,0.3793103448275862,0.5862068965517242,0.4,0.7333333333333334
2945,2016-03-05,Chelsea,Stoke,1,1,D,0,7.5,4.5,1.5,,,,6.75,3.9,1.5,,,,6.1,4.0,1.5,7.0,4.2,1.48,7.28,4.44,1.52,,,,,,,7.0,4.3,1.53,7.0,3.75,1.53,2945,2015,29,29,1,15.0,15.0,0,0,1,D,D,0.5,W,W,W,W,W,W,W,D,W,L,0.3448275862068966,0.41379310344827586,0.3103448275862069,0.20689655172413793,0.5714285714285714,0.5,0.42857142857142855,0.5,0.42857142857142855,0.5,0.14285714285714285,0.08333333333333333,0.2,0.4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.0,0.0,0.4285714285714286,0.4285714285714286,0.3448275862068966,0.3793103448275862,0.33333333333333337,0.4
2946,2016-03-06,Crystal Palace,Liverpool,1,2,A,0,2.1,3.5,3.8,,,,2.1,3.2,3.5,,,,2.1,3.3,3.3,2.05,3.3,3.5,2.15,3.5,3.71,,,,,,,2.15,3.4,3.75,2.15,3.1,3.75,2946,2015,29,28,1,15.0,15.0,0,1,0,L,W,0.0,D,L,L,W,W,D,L,L,W,L,0.3103448275862069,0.39285714285714285,0.20689655172413793,0.2857142857142857,0.0,0.08333333333333333,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.25,0.0,0.6,0.26666666666666666,0.13333333333333333,0.4,0.2,0.7142857142857143,0.7142857142857143,0.2857142857142858,0.2857142857142858,0.48275862068965514,0.3214285714285714,0.6,0.3999999999999999
2947,2016-03-06,West Brom,Man United,1,0,H,0,2.0,3.4,4.33,,,,1.91,3.25,4.2,,,,1.9,3.45,3.8,1.95,3.25,4.0,2.03,3.42,4.24,,,,,,,2.05,3.3,4.33,2.0,3.2,4.0,2947,2015,29,29,1,15.0,15.0,1,0,0,W,L,1.0,D,W,W,W,W,L,W,D,L,D,0.3103448275862069,0.4482758620689655,0.3103448275862069,0.27586206896551724,0.2857142857142857,0.3333333333333333,0.5714285714285714,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.25,0.6,0.2,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.3793103448275862,0.27586206896551724,0.4,0.4
2948,2016-03-12,Bournemouth,Swansea,3,2,H,1,4.33,3.5,1.95,,,,4.1,3.3,1.91,,,,3.6,3.3,2.0,4.2,3.3,1.91,4.47,3.49,1.96,,,,,,,4.5,3.4,1.95,4.0,3.2,2.0,2948,2015,30,30,1,15.0,15.0,1,0,0,W,L,1.0,W,W,D,W,W,L,W,L,W,L,0.3,0.26666666666666666,0.26666666666666666,0.3,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.25,0.4,0.4,0.26666666666666666,0.26666666666666666,0.2,0.26666666666666666,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.43333333333333335,0.43333333333333335,0.4666666666666667,0.5333333333333333
2949,2016-03-12,Norwich,Man City,0,0,D,0,1.6,4.2,6.0,,,,1.57,3.75,6.0,,,,1.6,3.7,5.4,1.57,4.0,5.75,1.63,4.2,6.0,,,,,,,1.6,4.2,6.25,1.62,3.6,6.0,2949,2015,30,29,1,15.0,14.0,0,0,1,D,D,0.5,L,L,L,W,L,L,L,D,L,W,0.2,0.5172413793103449,0.2,0.1724137931034483,0.0,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.14285714285714285,0.25,0.2,0.4,0.26666666666666666,0.26666666666666666,0.35714285714285715,0.2857142857142857,0.8571428571428572,0.8571428571428572,0.4285714285714286,0.4285714285714286,0.6,0.31034482758620685,0.4666666666666667,0.3571428571428572
2950,2016-03-12,Stoke,Southampton,1,2,A,2,2.9,3.2,2.7,,,,2.6,3.2,2.7,,,,2.65,3.1,2.65,2.75,3.1,2.7,2.91,3.22,2.73,,,,,,,2.88,3.2,2.75,2.7,3.1,2.7,2950,2015,30,30,1,15.0,15.0,0,1,0,L,W,0.0,D,W,W,D,L,L,W,W,L,W,0.4,0.36666666666666664,0.23333333333333334,0.26666666666666666,0.42857142857142855,0.5,0.42857142857142855,0.5,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.16666666666666666,0.6,0.4,0.4666666666666667,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.3666666666666667,0.3666666666666667,0.4,0.4
2951,2016-03-13,Aston Villa,Tottenham,0,2,A,1,1.5,4.5,7.5,,,,1.45,4.2,7.0,,,,1.5,4.0,6.1,1.48,4.2,7.0,1.52,4.41,7.27,,,,,,,1.5,4.4,7.0,1.5,4.0,7.0,2951,2015,30,30,1,15.0,15.0,0,1,0,L,W,0.0,L,L,L,D,L,W,L,L,L,W,0.1,0.5,0.23333333333333334,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.6666666666666666,0.14285714285714285,0.25,0.14285714285714285,0.16666666666666666,0.4,0.6,0.13333333333333333,0.26666666666666666,0.4666666666666667,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.6666666666666666,0.16666666666666674,0.6,0.19999999999999996
2952,2016-03-14,Leicester,Newcastle,1,0,H,0,6.25,4.33,1.57,,,,6.0,4.0,1.53,,,,5.1,3.6,1.65,6.0,4.0,1.55,5.92,4.29,1.62,,,,,,,6.0,4.2,1.62,6.0,3.6,1.62,2952,2015,30,29,1,15.0,15.0,1,0,0,W,L,1.0,W,D,W,L,L,L,D,W,L,L,0.5666666666666667,0.20689655172413793,0.3,0.20689655172413793,0.7142857142857143,0.5,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.3333333333333333,0.0,0.16666666666666666,0.6,0.0,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.06666666666666667,0.1428571428571428,0.1428571428571428,0.7142857142857143,0.7142857142857143,0.1333333333333333,0.5862068965517242,0.1333333333333333,0.8
2953,2016-03-19,Everton,Arsenal,0,2,A,2,2.7,3.5,2.7,,,,2.55,3.4,2.6,,,,2.6,3.2,2.6,2.5,3.5,2.62,2.69,3.64,2.67,,,,,,,2.7,3.6,2.7,2.6,3.6,2.5,2953,2015,29,30,1,16.0,16.0,0,1,0,L,W,0.0,L,W,L,D,L,L,L,L,D,L,0.3103448275862069,0.5,0.3793103448275862,0.23333333333333334,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.25,0.2857142857142857,0.3333333333333333,0.2,0.2,0.25,0.25,0.4375,0.25,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.31034482758620685,0.2666666666666666,0.5,0.3125
2954,2016-03-19,Swansea,Aston Villa,1,0,H,0,6.0,3.8,1.67,,,,5.75,3.75,1.6,,,,5.5,4.0,1.55,5.75,3.6,1.62,5.55,3.81,1.73,,,,,,,5.75,3.8,1.7,6.0,3.4,1.67,2954,2015,31,31,1,16.0,16.0,1,0,0,W,L,1.0,L,W,W,L,L,L,W,L,L,L,0.25806451612903225,0.0967741935483871,0.2903225806451613,0.22580645161290322,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,0.0,0.16666666666666666,0.4,0.0,0.3125,0.3125,0.0625,0.1875,0.4285714285714286,0.4285714285714286,0.8571428571428572,0.8571428571428572,0.4516129032258065,0.6774193548387097,0.375,0.75
2955,2016-03-19,Watford,Stoke,1,2,A,1,3.3,3.25,2.4,,,,3.0,3.1,2.4,,,,2.85,3.2,2.4,3.2,3.1,2.3,3.36,3.27,2.4,,,,,,,3.3,3.2,2.45,3.1,3.0,2.5,2955,2015,30,31,1,16.0,16.0,0,1,0,L,W,0.0,L,L,D,L,D,W,L,D,D,W,0.3333333333333333,0.3870967741935484,0.23333333333333334,0.22580645161290322,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.25,0.14285714285714285,0.16666666666666666,0.2,0.2,0.3125,0.25,0.3125,0.3125,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.43333333333333335,0.3870967741935484,0.4375,0.375
2956,2016-03-19,West Brom,Norwich,0,1,A,0,3.6,3.3,2.25,,,,3.4,3.1,2.2,,,,3.3,3.3,2.1,3.4,3.1,2.2,3.6,3.24,2.31,,,,,,,3.7,3.2,2.25,3.3,3.2,2.25,2956,2015,30,31,1,16.0,16.0,0,1,0,L,W,0.0,W,D,W,D,L,L,W,W,L,L,0.3333333333333333,0.1935483870967742,0.3,0.22580645161290322,0.42857142857142855,0.4166666666666667,0.0,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.16666666666666666,0.6,0.0,0.375,0.25,0.125,0.125,0.1428571428571429,0.1428571428571429,0.7142857142857143,0.7142857142857143,0.3666666666666667,0.5806451612903226,0.375,0.75
2957,2016-03-19,Chelsea,West Ham,2,2,D,1,5.25,3.8,1.75,,,,4.6,3.8,1.7,,,,4.5,3.7,1.7,5.0,3.75,1.7,5.1,3.9,1.76,,,,,,,5.2,3.9,1.73,5.0,3.6,1.73,2957,2015,30,30,1,16.0,16.0,0,0,1,D,D,0.5,D,W,W,W,W,W,D,W,W,D,0.3333333333333333,0.43333333333333335,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.4166666666666667,0.5714285714285714,0.5833333333333334,0.42857142857142855,0.5833333333333334,0.2857142857142857,0.25,0.2,0.4,0.3125,0.375,0.375,0.3125,0.0,0.0,0.1428571428571429,0.1428571428571429,0.33333333333333337,0.2333333333333334,0.3125,0.3125
